Sample;Year;DY;Tree;RF;CZ;EZ;WZ;MZ;PR;Site;Species
14;2012;239;4;2;6;1;10;16;29;south;PCAB
14;2012;239;4;3;6;0;11;17;29;south;PCAB
15;2012;249;4;1;7;0;6;23;37;south;PCAB
15;2012;249;4;2;5;0;7;27;37;south;PCAB
15;2012;249;4;3;6;0;6;26;37;south;PCAB
16;2012;259;4;1;4;0;5;39;37;south;PCAB
16;2012;259;4;2;5;0;8;36;37;south;PCAB
16;2012;259;4;3;4;0;9;33;37;south;PCAB
17;2012;268;4;1;8;0;11;34;49;south;PCAB
17;2012;268;4;2;8;0;14;41;46;south;PCAB
17;2012;268;4;3;8;0;10;38;49;south;PCAB
1;2012;117;5;1;6;0;0;0;11;south;PCAB
1;2012;117;5;2;5;0;0;0;11;south;PCAB
1;2012;117;5;3;7;0;0;0;11;south;PCAB
2;2012;127;5;1;6;0;0;0;13;south;PCAB
2;2012;127;5;2;5;0;0;0;11;south;PCAB
2;2012;127;5;3;7;0;0;0;12;south;PCAB
3;2012;138;5;1;6;1;0;0;13;south;PCAB
3;2012;138;5;2;7;1;0;0;12;south;PCAB
3;2012;138;5;3;8;2;0;0;13;south;PCAB
4;2012;149;5;1;6;1;0;0;11;south;PCAB
4;2012;149;5;2;7;0;0;0;10;south;PCAB
4;2012;149;5;3;8;1;0;0;10;south;PCAB
5;2012;158;5;1;6;6;0;0;12;south;PCAB
5;2012;158;5;2;;;;;;south;PCAB
5;2012;158;5;3;;;;;;south;PCAB
6;2012;167;5;1;7;7;1;0;12;south;PCAB
6;2012;167;5;2;;;;;;south;PCAB
6;2012;167;5;3;;;;;;south;PCAB
7;2012;177;5;1;6;6;1;1;11;south;PCAB
7;2012;177;5;2;6;3;3;1;11;south;PCAB
7;2012;177;5;3;4;2;3;1;11;south;PCAB
8;2012;187;5;1;11;6;8;1;24;south;PCAB
8;2012;187;5;2;9;7;9;2;25;south;PCAB
8;2012;187;5;3;12;5;9;3;26;south;PCAB
9;2012;193;5;1;8;4;5;4;26;south;PCAB
9;2012;193;5;2;;;;;;south;PCAB
9;2012;193;5;3;;;;;;south;PCAB
10;2012;201;5;1;6;5;6;2;19;south;PCAB
10;2012;201;5;2;7;3;5;4;21;south;PCAB
10;2012;201;5;3;6;3;5;3;21;south;PCAB
11;2012;207;5;1;5;2;8;9;16;south;PCAB
11;2012;207;5;2;6;1;12;8;16;south;PCAB
11;2012;207;5;3;5;1;11;9;16;south;PCAB
12;2012;222;5;1;6;0;7;9;13;south;PCAB
12;2012;222;5;2;6;0;8;6;13;south;PCAB
12;2012;222;5;3;6;1;6;8;13;south;PCAB
13;2012;230;5;1;6;0;9;9;15;south;PCAB
13;2012;230;5;2;5;0;10;10;15;south;PCAB
13;2012;230;5;3;4;1;10;11;15;south;PCAB
14;2012;239;5;1;6;0;5;24;27;south;PCAB
14;2012;239;5;2;7;0;3;26;29;south;PCAB
14;2012;239;5;3;6;0;6;23;26;south;PCAB
15;2012;249;5;1;5;0;4;13;15;south;PCAB
15;2012;249;5;2;5;0;4;12;16;south;PCAB
15;2012;249;5;3;6;0;7;11;16;south;PCAB
16;2012;259;5;1;6;0;4;18;12;south;PCAB
16;2012;259;5;2;6;0;4;16;12;south;PCAB
16;2012;259;5;3;6;0;3;17;12;south;PCAB
17;2012;268;5;1;6;0;0;18;13;south;PCAB
17;2012;268;5;2;5;0;0;16;13;south;PCAB
17;2012;268;5;3;6;0;2;14;13;south;PCAB
1;2012;117;6;1;6;0;0;0;32;south;PCAB
1;2012;117;6;2;7;0;0;0;32;south;PCAB
1;2012;117;6;3;6;0;0;0;32;south;PCAB
2;2012;127;6;1;4;0;0;0;33;south;PCAB
2;2012;127;6;2;4;0;0;0;33;south;PCAB
2;2012;127;6;3;4;0;0;0;33;south;PCAB
3;2012;138;6;1;8;2;0;0;26;south;PCAB
3;2012;138;6;2;8;2;0;0;26;south;PCAB
3;2012;138;6;3;6;1;0;0;26;south;PCAB
4;2012;149;6;1;7;7;0;0;24;south;PCAB
4;2012;149;6;2;6;6;0;0;24;south;PCAB
4;2012;149;6;3;8;5;0;0;24;south;PCAB
5;2012;158;6;1;8;6;3;0;23;south;PCAB
5;2012;158;6;2;;;;;;south;PCAB
5;2012;158;6;3;;;;;;south;PCAB
6;2012;167;6;1;8;3;4;0;22;south;PCAB
6;2012;167;6;2;8;4;3;0;22;south;PCAB
6;2012;167;6;3;6;5;1;0;22;south;PCAB
7;2012;177;6;1;11;2;5;1;23;south;PCAB
7;2012;177;6;2;11;2;6;1;23;south;PCAB
7;2012;177;6;3;15;2;4;1;23;south;PCAB
8;2012;187;6;1;7;4;11;1;25;south;PCAB
8;2012;187;6;2;10;5;12;2;25;south;PCAB
8;2012;187;6;3;8;6;14;2;25;south;PCAB
9;2012;193;6;1;8;5;14;5;28;south;PCAB
9;2012;193;6;2;8;5;11;7;28;south;PCAB
9;2012;193;6;3;7;5;11;7;28;south;PCAB
10;2012;201;6;1;7;8;10;9;29;south;PCAB
10;2012;201;6;2;8;6;9;7;29;south;PCAB
10;2012;201;6;3;8;6;11;7;29;south;PCAB
11;2012;207;6;1;6;1;11;8;26;south;PCAB
11;2012;207;6;2;7;1;11;7;26;south;PCAB
11;2012;207;6;3;6;1;12;9;26;south;PCAB
12;2012;222;6;1;5;1;13;12;28;south;PCAB
12;2012;222;6;2;5;1;13;11;28;south;PCAB
12;2012;222;6;3;5;2;14;9;28;south;PCAB
13;2012;230;6;1;8;4;20;37;52;south;PCAB
13;2012;230;6;2;8;3;15;33;49;south;PCAB
13;2012;230;6;3;8;2;16;37;50;south;PCAB
14;2012;239;6;1;5;0;12;15;22;south;PCAB
14;2012;239;6;2;6;0;8;16;22;south;PCAB
14;2012;239;6;3;4;1;11;16;22;south;PCAB
15;2012;249;6;1;7;0;6;41;27;south;PCAB
15;2012;249;6;2;5;0;10;39;27;south;PCAB
15;2012;249;6;3;5;0;8;43;27;south;PCAB
16;2012;259;6;1;6;0;5;27;37;south;PCAB
16;2012;259;6;2;5;0;3;24;37;south;PCAB
16;2012;259;6;3;6;0;3;27;37;south;PCAB
17;2012;268;6;1;6;0;4;39;31;south;PCAB
17;2012;268;6;2;6;0;6;34;28;south;PCAB
17;2012;268;6;3;7;0;6;37;33;south;PCAB
1;2013;118;1;1;6;0;0;0;40;north;PCAB
1;2013;118;1;2;6;0;0;0;38;north;PCAB
1;2013;118;1;3;7;0;0;0;42;north;PCAB
2;2013;125;1;1;6;0;0;0;40;north;PCAB
2;2013;125;1;2;7;0;0;0;38;north;PCAB
2;2013;125;1;3;7;0;0;0;41;north;PCAB
3;2013;131;1;1;9;0;0;0;39;north;PCAB
3;2013;131;1;2;8;0;0;0;34;north;PCAB
3;2013;131;1;3;8;0;0;0;45;north;PCAB
4;2013;138;1;1;9;0;0;0;43;north;PCAB
4;2013;138;1;2;;;;;;north;PCAB
4;2013;138;1;3;;;;;;north;PCAB
5;2013;142;1;1;13;2;0;0;53;north;PCAB
5;2013;142;1;2;14;2;0;0;50;north;PCAB
5;2013;142;1;3;15;2;0;0;50;north;PCAB
6;2013;147;1;1;14;1;0;0;32;north;PCAB
6;2013;147;1;2;16;1;0;0;38;north;PCAB
6;2013;147;1;3;13;0;0;0;35;north;PCAB
7;2013;152;1;1;12;5;0;0;42;north;PCAB
7;2013;152;1;2;15;3;0;0;45;north;PCAB
7;2013;152;1;3;12;3;0;0;50;north;PCAB
8;2013;156;1;1;15;4;0;0;48;north;PCAB
8;2013;156;1;2;15;5;0;0;53;north;PCAB
8;2013;156;1;3;15;4;0;0;54;north;PCAB
9;2013;162;1;1;13;6;0;0;45;north;PCAB
9;2013;162;1;2;13;5;0;0;48;north;PCAB
9;2013;162;1;3;11;7;0;0;47;north;PCAB
10;2013;170;1;1;12;8;1;0;47;north;PCAB
10;2013;170;1;2;11;10;2;0;49;north;PCAB
10;2013;170;1;3;13;11;5;0;50;north;PCAB
11;2013;174;1;1;9;7;8;0;46;north;PCAB
11;2013;174;1;2;10;6;7;0;48;north;PCAB
11;2013;174;1;3;12;5;6;0;48;north;PCAB
12;2013;183;1;1;9;9;10;0;50;north;PCAB
12;2013;183;1;2;8;10;8;1;48;north;PCAB
12;2013;183;1;3;8;13;9;0;53;north;PCAB
13;2013;192;1;1;9;9;10;2;48;north;PCAB
13;2013;192;1;2;8;11;11;4;45;north;PCAB
13;2013;192;1;3;8;10;11;2;47;north;PCAB
14;2013;201;1;1;9;6;15;6;40;north;PCAB
14;2013;201;1;2;9;4;16;5;39;north;PCAB
14;2013;201;1;3;9;8;16;4;37;north;PCAB
15;2013;210;1;1;9;12;8;22;44;north;PCAB
15;2013;210;1;2;9;9;6;19;47;north;PCAB
15;2013;210;1;3;8;8;7;18;46;north;PCAB
16;2013;220;1;1;9;1;10;18;42;north;PCAB
16;2013;220;1;2;8;2;12;18;43;north;PCAB
16;2013;220;1;3;10;2;11;14;43;north;PCAB
17;2013;232;1;1;7;1;13;14;43;north;PCAB
17;2013;232;1;2;8;3;14;18;44;north;PCAB
17;2013;232;1;3;8;5;16;15;46;north;PCAB
18;2013;241;1;1;7;0;17;14;40;north;PCAB
18;2013;241;1;2;9;0;15;15;42;north;PCAB
18;2013;241;1;3;8;0;14;17;44;north;PCAB
19;2013;252;1;1;8;0;21;38;75;north;PCAB
19;2013;252;1;2;7;0;21;38;82;north;PCAB
19;2013;252;1;3;6;0;20;39;65;north;PCAB
20;2013;262;1;1;6;0;17;22;44;north;PCAB
20;2013;262;1;2;7;0;15;26;42;north;PCAB
20;2013;262;1;3;6;0;17;21;44;north;PCAB
21;2013;268;1;1;6;0;10;25;39;north;PCAB
21;2013;268;1;2;6;0;10;21;42;north;PCAB
21;2013;268;1;3;6;0;9;24;42;north;PCAB
22;2013;292;1;1;6;0;0;37;41;north;PCAB
22;2013;292;1;2;6;0;0;40;43;north;PCAB
22;2013;292;1;3;6;0;0;44;40;north;PCAB
1;2013;118;2;1;6;0;0;0;54;north;PCAB
1;2013;118;2;2;6;0;0;0;54;north;PCAB
1;2013;118;2;3;7;0;0;0;53;north;PCAB
2;2013;125;2;1;5;0;0;0;38;north;PCAB
2;2013;125;2;2;5;0;0;0;35;north;PCAB
2;2013;125;2;3;6;0;0;0;36;north;PCAB
3;2013;131;2;1;10;0;0;0;61;north;PCAB
3;2013;131;2;2;8;0;0;0;67;north;PCAB
3;2013;131;2;3;9;0;0;0;63;north;PCAB
4;2013;138;2;1;10;0;0;0;48;north;PCAB
4;2013;138;2;2;9;0;0;0;53;north;PCAB
4;2013;138;2;3;8;0;0;0;50;north;PCAB
5;2013;142;2;1;8;0;0;0;41;north;PCAB
5;2013;142;2;2;8;0;0;0;40;north;PCAB
5;2013;142;2;3;8;1;0;0;41;north;PCAB
6;2013;147;2;1;9;1;0;0;56;north;PCAB
6;2013;147;2;2;10;0;0;0;55;north;PCAB
6;2013;147;2;3;9;1;0;0;55;north;PCAB
7;2013;152;2;1;12;1;0;0;55;north;PCAB
7;2013;152;2;2;12;0;0;0;57;north;PCAB
7;2013;152;2;3;11;0;0;0;56;north;PCAB
8;2013;156;2;1;10;2;0;0;59;north;PCAB
8;2013;156;2;2;12;1;0;0;66;north;PCAB
8;2013;156;2;3;11;1;0;0;63;north;PCAB
9;2013;162;2;1;10;1;0;0;62;north;PCAB
9;2013;162;2;2;11;1;0;0;64;north;PCAB
9;2013;162;2;3;10;1;0;0;60;north;PCAB
10;2013;170;2;1;6;7;0;0;23;north;PCAB
10;2013;170;2;2;7;7;0;0;23;north;PCAB
10;2013;170;2;3;5;8;0;0;23;north;PCAB
11;2013;174;2;1;14;6;5;0;61;north;PCAB
11;2013;174;2;2;13;5;5;0;66;north;PCAB
11;2013;174;2;3;14;7;3;0;62;north;PCAB
12;2013;183;2;1;9;5;10;0;70;north;PCAB
12;2013;183;2;2;10;5;10;0;67;north;PCAB
12;2013;183;2;3;12;6;8;0;69;north;PCAB
13;2013;192;2;1;6;6;9;3;70;north;PCAB
13;2013;192;2;2;8;3;12;3;75;north;PCAB
13;2013;192;2;3;8;3;11;3;70;north;PCAB
14;2013;201;2;1;7;6;12;3;30;north;PCAB
14;2013;201;2;2;7;7;14;2;33;north;PCAB
14;2013;201;2;3;7;4;11;3;32;north;PCAB
15;2013;210;2;1;8;7;15;7;53;north;PCAB
15;2013;210;2;2;8;6;14;7;50;north;PCAB
15;2013;210;2;3;5;5;14;8;53;north;PCAB
16;2013;220;2;1;6;2;15;13;53;north;PCAB
16;2013;220;2;2;7;2;14;18;57;north;PCAB
16;2013;220;2;3;7;1;16;13;54;north;PCAB
17;2013;232;2;1;5;1;11;14;24;north;PCAB
17;2013;232;2;2;5;0;13;13;25;north;PCAB
17;2013;232;2;3;6;1;9;13;24;north;PCAB
18;2013;241;2;1;5;6;20;24;27;north;PCAB
18;2013;241;2;2;6;5;20;23;28;north;PCAB
18;2013;241;2;3;5;5;18;26;28;north;PCAB
19;2013;252;2;1;10;0;13;18;44;north;PCAB
19;2013;252;2;2;7;0;16;21;43;north;PCAB
19;2013;252;2;3;8;0;17;20;45;north;PCAB
20;2013;262;2;1;6;0;16;19;29;north;PCAB
20;2013;262;2;2;6;0;16;22;31;north;PCAB
20;2013;262;2;3;6;1;17;16;30;north;PCAB
21;2013;268;2;1;6;0;14;19;48;north;PCAB
21;2013;268;2;2;8;1;15;21;45;north;PCAB
21;2013;268;2;3;6;0;13;21;46;north;PCAB
22;2013;292;2;1;7;0;0;40;37;north;PCAB
22;2013;292;2;2;7;0;0;41;36;north;PCAB
22;2013;292;2;3;6;0;0;40;36;north;PCAB
1;2013;118;3;1;4;0;0;0;23;north;PCAB
1;2013;118;3;2;5;0;0;0;23;north;PCAB
1;2013;118;3;3;5;0;0;0;24;north;PCAB
2;2013;125;3;1;6;0;0;0;28;north;PCAB
2;2013;125;3;2;6;0;0;0;27;north;PCAB
2;2013;125;3;3;6;0;0;0;26;north;PCAB
3;2013;131;3;1;6;0;0;0;17;north;PCAB
3;2013;131;3;2;6;0;0;0;16;north;PCAB
3;2013;131;3;3;6;0;0;0;16;north;PCAB
4;2013;138;3;1;6;0;0;0;19;north;PCAB
4;2013;138;3;2;6;0;0;0;;north;PCAB
4;2013;138;3;3;6;0;0;0;;north;PCAB
5;2013;142;3;1;6;1;0;0;26;north;PCAB
5;2013;142;3;2;6;1;0;0;26;north;PCAB
5;2013;142;3;3;6;1;0;0;25;north;PCAB
6;2013;147;3;1;7;1;0;0;21;north;PCAB
6;2013;147;3;2;7;1;0;0;20;north;PCAB
6;2013;147;3;3;6;2;0;0;21;north;PCAB
7;2013;152;3;1;7;1;0;0;23;north;PCAB
7;2013;152;3;2;9;0;0;0;26;north;PCAB
7;2013;152;3;3;9;1;0;0;24;north;PCAB
8;2013;156;3;1;9;2;0;0;30;north;PCAB
8;2013;156;3;2;8;3;0;0;28;north;PCAB
8;2013;156;3;3;8;2;0;0;29;north;PCAB
9;2013;162;3;1;8;2;0;0;28;north;PCAB
9;2013;162;3;2;7;2;0;0;26;north;PCAB
9;2013;162;3;3;6;2;0;0;27;north;PCAB
10;2013;170;3;1;8;5;0;0;26;north;PCAB
10;2013;170;3;2;8;5;0;0;25;north;PCAB
10;2013;170;3;3;9;6;0;0;26;north;PCAB
11;2013;174;3;1;9;8;1;0;18;north;PCAB
11;2013;174;3;2;9;8;1;0;23;north;PCAB
11;2013;174;3;3;9;5;1;0;20;north;PCAB
12;2013;183;3;1;9;6;3;0;21;north;PCAB
12;2013;183;3;2;8;9;3;0;23;north;PCAB
12;2013;183;3;3;9;8;3;0;22;north;PCAB
13;2013;192;3;1;9;6;2;0;25;north;PCAB
13;2013;192;3;2;9;6;2;0;25;north;PCAB
13;2013;192;3;3;8;7;2;0;25;north;PCAB
14;2013;201;3;1;8;3;9;2;20;north;PCAB
14;2013;201;3;2;8;4;10;4;22;north;PCAB
14;2013;201;3;3;8;4;9;4;21;north;PCAB
15;2013;210;3;1;6;4;7;8;32;north;PCAB
15;2013;210;3;2;5;5;6;8;31;north;PCAB
15;2013;210;3;3;8;2;4;6;32;north;PCAB
16;2013;220;3;1;6;2;10;11;24;north;PCAB
16;2013;220;3;2;5;1;8;10;26;north;PCAB
16;2013;220;3;3;6;1;8;10;25;north;PCAB
17;2013;232;3;1;6;0;10;11;22;north;PCAB
17;2013;232;3;2;6;0;10;11;20;north;PCAB
17;2013;232;3;3;6;0;7;17;21;north;PCAB
18;2013;241;3;1;6;0;5;11;24;north;PCAB
18;2013;241;3;2;5;0;4;11;23;north;PCAB
18;2013;241;3;3;6;0;3;13;24;north;PCAB
19;2013;252;3;1;6;0;8;26;22;north;PCAB
19;2013;252;3;2;5;0;8;33;23;north;PCAB
19;2013;252;3;3;6;0;7;24;22;north;PCAB
20;2013;262;3;1;5;0;1;19;25;north;PCAB
20;2013;262;3;2;6;0;2;20;24;north;PCAB
20;2013;262;3;3;5;0;1;19;24;north;PCAB
21;2013;268;3;1;5;0;3;19;26;north;PCAB
21;2013;268;3;2;5;0;1;18;26;north;PCAB
21;2013;268;3;3;5;0;0;19;26;north;PCAB
22;2013;292;3;1;7;0;0;33;32;north;PCAB
22;2013;292;3;2;7;0;0;36;33;north;PCAB
22;2013;292;3;3;7;0;0;33;33;north;PCAB
1;2013;118;4;1;6;0;0;0;52;north;PCAB
1;2013;118;4;2;6;0;0;0;50;north;PCAB
1;2013;118;4;3;7;0;0;0;52;north;PCAB
2;2013;125;4;1;9;0;0;0;56;north;PCAB
2;2013;125;4;2;9;0;0;0;52;north;PCAB
2;2013;125;4;3;6;1;0;0;54;north;PCAB
3;2013;131;4;1;9;0;0;0;46;north;PCAB
3;2013;131;4;2;9;0;0;0;48;north;PCAB
3;2013;131;4;3;8;1;0;0;46;north;PCAB
4;2013;138;4;1;11;3;0;0;48;north;PCAB
4;2013;138;4;2;13;2;0;0;52;north;PCAB
4;2013;138;4;3;12;2;0;0;51;north;PCAB
5;2013;142;4;1;10;2;0;0;42;north;PCAB
5;2013;142;4;2;11;2;0;0;40;north;PCAB
5;2013;142;4;3;11;1;0;0;41;north;PCAB
6;2013;147;4;1;17;5;0;0;39;north;PCAB
6;2013;147;4;2;16;5;0;0;39;north;PCAB
6;2013;147;4;3;17;5;0;0;40;north;PCAB
7;2013;152;4;1;14;2;0;0;38;north;PCAB
7;2013;152;4;2;12;2;0;0;37;north;PCAB
7;2013;152;4;3;13;3;0;0;37;north;PCAB
8;2013;156;4;1;12;8;0;0;72;north;PCAB
8;2013;156;4;2;12;9;0;0;62;north;PCAB
8;2013;156;4;3;12;7;0;0;66;north;PCAB
9;2013;162;4;1;14;10;0;0;50;north;PCAB
9;2013;162;4;2;14;9;0;0;;north;PCAB
9;2013;162;4;3;16;11;0;0;53;north;PCAB
10;2013;170;4;1;13;3;9;0;41;north;PCAB
10;2013;170;4;2;14;5;10;0;40;north;PCAB
10;2013;170;4;3;17;2;7;0;41;north;PCAB
11;2013;174;4;1;12;8;13;0;46;north;PCAB
11;2013;174;4;2;14;8;14;0;45;north;PCAB
11;2013;174;4;3;15;13;15;0;45;north;PCAB
12;2013;183;4;1;16;9;16;2;46;north;PCAB
12;2013;183;4;2;16;8;16;3;;north;PCAB
12;2013;183;4;3;16;9;16;4;46;north;PCAB
13;2013;192;4;1;13;8;17;12;48;north;PCAB
13;2013;192;4;2;10;7;19;10;;north;PCAB
13;2013;192;4;3;12;4;16;11;46;north;PCAB
14;2013;201;4;1;10;4;16;8;46;north;PCAB
14;2013;201;4;2;14;6;17;6;49;north;PCAB
14;2013;201;4;3;12;4;16;7;47;north;PCAB
15;2013;210;4;1;10;4;7;20;51;north;PCAB
15;2013;210;4;2;9;6;8;20;53;north;PCAB
15;2013;210;4;3;10;8;7;21;52;north;PCAB
16;2013;220;4;1;11;2;27;32;;north;PCAB
16;2013;220;4;2;11;2;25;32;;north;PCAB
16;2013;220;4;3;10;3;29;37;52;north;PCAB
17;2013;232;4;1;6;1;22;21;46;north;PCAB
17;2013;232;4;2;7;1;17;21;48;north;PCAB
17;2013;232;4;3;7;0;21;21;47;north;PCAB
18;2013;241;4;1;8;1;17;26;48;north;PCAB
18;2013;241;4;2;5;1;21;27;48;north;PCAB
18;2013;241;4;3;6;1;21;26;47;north;PCAB
19;2013;252;4;1;8;0;20;32;51;north;PCAB
19;2013;252;4;2;8;0;20;29;50;north;PCAB
19;2013;252;4;3;9;0;21;34;49;north;PCAB
20;2013;262;4;1;7;0;10;27;42;north;PCAB
20;2013;262;4;2;5;0;13;23;43;north;PCAB
20;2013;262;4;3;6;0;13;28;41;north;PCAB
21;2013;268;4;1;8;0;14;41;51;north;PCAB
21;2013;268;4;2;7;0;15;41;50;north;PCAB
21;2013;268;4;3;9;0;14;38;49;north;PCAB
22;2013;292;4;1;5;0;0;16;18;north;PCAB
22;2013;292;4;2;5;0;0;17;19;north;PCAB
22;2013;292;4;3;5;0;0;21;19;north;PCAB
1;2013;118;5;1;6;0;0;0;60;north;PCAB
1;2013;118;5;2;6;0;0;0;61;north;PCAB
1;2013;118;5;3;7;0;0;0;59;north;PCAB
2;2013;125;5;1;8;0;0;0;54;north;PCAB
2;2013;125;5;2;8;0;0;0;56;north;PCAB
2;2013;125;5;3;9;0;0;0;55;north;PCAB
3;2013;131;5;1;8;0;0;0;48;north;PCAB
3;2013;131;5;2;8;0;0;0;47;north;PCAB
3;2013;131;5;3;9;0;0;0;;north;PCAB
4;2013;138;5;1;10;2;0;0;37;north;PCAB
4;2013;138;5;2;9;2;0;0;50;north;PCAB
4;2013;138;5;3;9;1;0;0;45;north;PCAB
5;2013;142;5;1;10;2;0;0;45;north;PCAB
5;2013;142;5;2;12;1;0;0;41;north;PCAB
5;2013;142;5;3;10;3;0;0;43;north;PCAB
6;2013;147;5;1;11;4;0;0;49;north;PCAB
6;2013;147;5;2;9;4;0;0;51;north;PCAB
6;2013;147;5;3;9;4;0;0;50;north;PCAB
7;2013;152;5;1;14;3;0;0;46;north;PCAB
7;2013;152;5;2;10;3;0;0;45;north;PCAB
7;2013;152;5;3;9;5;0;0;45;north;PCAB
8;2013;156;5;1;10;8;0;0;58;north;PCAB
8;2013;156;5;2;11;6;0;0;53;north;PCAB
8;2013;156;5;3;12;8;0;0;55;north;PCAB
9;2013;162;5;1;11;12;3;0;58;north;PCAB
9;2013;162;5;2;10;9;3;0;55;north;PCAB
9;2013;162;5;3;11;10;4;0;56;north;PCAB
10;2013;170;5;1;9;8;9;0;50;north;PCAB
10;2013;170;5;2;11;8;8;0;45;north;PCAB
10;2013;170;5;3;10;8;7;0;48;north;PCAB
11;2013;174;5;1;12;7;14;4;45;north;PCAB
11;2013;174;5;2;12;5;14;2;49;north;PCAB
11;2013;174;5;3;11;7;11;4;45;north;PCAB
12;2013;183;5;1;8;9;15;3;46;north;PCAB
12;2013;183;5;2;9;10;14;2;46;north;PCAB
12;2013;183;5;3;8;9;17;1;45;north;PCAB
13;2013;192;5;1;8;3;12;7;61;north;PCAB
13;2013;192;5;2;9;4;9;5;69;north;PCAB
13;2013;192;5;3;7;5;10;5;65;north;PCAB
14;2013;201;5;1;9;7;11;16;54;north;PCAB
14;2013;201;5;2;9;8;11;18;56;north;PCAB
14;2013;201;5;3;8;12;12;18;55;north;PCAB
15;2013;210;5;1;9;4;11;25;50;north;PCAB
15;2013;210;5;2;9;5;16;21;52;north;PCAB
15;2013;210;5;3;8;5;17;18;51;north;PCAB
16;2013;220;5;1;7;2;13;39;59;north;PCAB
16;2013;220;5;2;7;2;12;39;56;north;PCAB
16;2013;220;5;3;7;1;13;37;58;north;PCAB
17;2013;232;5;1;8;1;27;26;54;north;PCAB
17;2013;232;5;2;8;4;23;23;55;north;PCAB
17;2013;232;5;3;8;3;27;26;55;north;PCAB
18;2013;241;5;1;6;1;17;41;59;north;PCAB
18;2013;241;5;2;6;1;21;39;56;north;PCAB
18;2013;241;5;3;7;1;18;36;56;north;PCAB
19;2013;252;5;1;6;0;20;37;47;north;PCAB
19;2013;252;5;2;8;0;17;37;52;north;PCAB
19;2013;252;5;3;9;0;14;36;48;north;PCAB
20;2013;262;5;1;9;0;10;48;57;north;PCAB
20;2013;262;5;2;7;0;13;48;56;north;PCAB
20;2013;262;5;3;9;0;10;43;57;north;PCAB
21;2013;268;5;1;6;0;5;36;50;north;PCAB
21;2013;268;5;2;6;0;8;42;47;north;PCAB
21;2013;268;5;3;6;0;5;38;49;north;PCAB
22;2013;292;5;1;7;0;0;59;71;north;PCAB
22;2013;292;5;2;7;0;0;60;73;north;PCAB
22;2013;292;5;3;7;0;0;58;74;north;PCAB
1;2013;118;6;1;4;0;0;0;24;north;PCAB
1;2013;118;6;2;4;0;0;0;25;north;PCAB
1;2013;118;6;3;5;0;0;0;25;north;PCAB
2;2013;125;6;1;4;0;0;0;21;north;PCAB
2;2013;125;6;2;5;0;0;0;21;north;PCAB
2;2013;125;6;3;5;0;0;0;21;north;PCAB
3;2013;131;6;1;6;0;0;0;33;north;PCAB
3;2013;131;6;2;8;0;0;0;32;north;PCAB
3;2013;131;6;3;8;0;0;0;33;north;PCAB
4;2013;138;6;1;8;0;0;0;43;north;PCAB
4;2013;138;6;2;8;0;0;0;48;north;PCAB
4;2013;138;6;3;10;0;0;0;45;north;PCAB
5;2013;142;6;1;7;1;0;0;25;north;PCAB
5;2013;142;6;2;6;1;0;0;23;north;PCAB
5;2013;142;6;3;5;0;0;0;24;north;PCAB
6;2013;147;6;1;8;2;0;0;38;north;PCAB
6;2013;147;6;2;10;2;0;0;41;north;PCAB
6;2013;147;6;3;10;3;0;0;40;north;PCAB
7;2013;152;6;1;10;0;0;0;27;north;PCAB
7;2013;152;6;2;9;1;0;0;26;north;PCAB
7;2013;152;6;3;9;0;0;0;27;north;PCAB
8;2013;156;6;1;8;1;0;0;27;north;PCAB
8;2013;156;6;2;7;2;0;0;26;north;PCAB
8;2013;156;6;3;7;1;0;0;27;north;PCAB
9;2013;162;6;1;10;3;0;0;25;north;PCAB
9;2013;162;6;2;9;3;0;0;25;north;PCAB
9;2013;162;6;3;10;3;0;0;25;north;PCAB
10;2013;170;6;1;12;8;1;0;40;north;PCAB
10;2013;170;6;2;8;9;1;0;42;north;PCAB
10;2013;170;6;3;9;7;0;0;39;north;PCAB
11;2013;174;6;1;13;10;4;0;37;north;PCAB
11;2013;174;6;2;10;10;4;0;36;north;PCAB
11;2013;174;6;3;12;12;4;0;37;north;PCAB
12;2013;183;6;1;11;4;8;0;40;north;PCAB
12;2013;183;6;2;9;7;9;0;40;north;PCAB
12;2013;183;6;3;9;6;7;0;40;north;PCAB
13;2013;192;6;1;8;5;8;3;25;north;PCAB
13;2013;192;6;2;7;5;7;3;26;north;PCAB
13;2013;192;6;3;7;3;9;3;25;north;PCAB
14;2013;201;6;1;5;9;9;2;31;north;PCAB
14;2013;201;6;2;6;7;9;2;30;north;PCAB
14;2013;201;6;3;6;8;11;2;30;north;PCAB
15;2013;210;6;1;6;3;7;15;39;north;PCAB
15;2013;210;6;2;5;3;8;13;39;north;PCAB
15;2013;210;6;3;5;2;8;15;39;north;PCAB
16;2013;220;6;1;6;1;6;12;27;north;PCAB
16;2013;220;6;2;5;1;6;10;21;north;PCAB
16;2013;220;6;3;5;0;7;9;24;north;PCAB
17;2013;232;6;1;6;1;16;17;26;north;PCAB
17;2013;232;6;2;5;2;13;21;28;north;PCAB
17;2013;232;6;3;6;1;13;16;27;north;PCAB
18;2013;241;6;1;5;0;11;15;29;north;PCAB
18;2013;241;6;2;5;1;10;13;27;north;PCAB
18;2013;241;6;3;5;2;11;16;29;north;PCAB
19;2013;252;6;1;6;0;10;21;29;north;PCAB
19;2013;252;6;2;5;0;11;19;25;north;PCAB
19;2013;252;6;3;6;0;11;16;26;north;PCAB
